model,problem,chunk_idx,n_chunks,rel_pos,in_degree,out_degree,n_descendants,frac_descendants,cf_kl,cf_acc,resamp_kl,overdet,tags
deepseek-r1-distill-qwen-14b,problem_2050,57,144,0.3986013986013986,1,1,48,0.3356643356643357,0.017035267500121465,-0.03285714285714292,0.010055970330777682,0.84,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,58,144,0.40559440559440557,1,1,47,0.32867132867132864,0.0,0.0,0.2092286461505653,0.87,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,59,144,0.4125874125874126,1,1,46,0.32167832167832167,2.3362116196786626,-0.22000000000000008,0.20727247274932042,0.91,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,60,144,0.4195804195804196,1,1,82,0.5734265734265734,0.005342518079619836,-0.030909090909090886,0.0032288569923325794,0.92,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,61,144,0.42657342657342656,1,1,81,0.5664335664335665,0.0016569614526931262,0.03103448275862064,0.010226467796072735,0.79,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,62,144,0.43356643356643354,1,1,80,0.5594405594405595,0.06130052442418253,0.010000000000000009,0.14447934740560456,0.72,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,63,144,0.4405594405594406,1,3,79,0.5524475524475524,0.015267463014748281,0.020000000000000018,0.003119375941783885,0.84,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,64,144,0.44755244755244755,1,1,74,0.5174825174825175,0.017595761145226603,0.010000000000000009,0.00391361957331399,0.72,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,65,144,0.45454545454545453,1,1,73,0.5104895104895105,0.0,0.0,0.1972828260877841,0.86,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,66,144,0.46153846153846156,1,1,74,0.5174825174825175,0.010050335646067225,0.010000000000000009,0.010050335646067225,0.91,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,67,144,0.46853146853146854,1,1,73,0.5104895104895105,0.0,0.0,0.0,0.71,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,68,144,0.4755244755244755,1,1,74,0.5174825174825175,0.0,0.0,0.1972828260877841,0.99,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,69,144,0.4825174825174825,1,1,73,0.5104895104895105,0.0,0.0,0.010050335646067225,0.99,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,70,144,0.48951048951048953,3,1,72,0.5034965034965035,0.005141395892551315,0.0,0.1972828260877841,0.72,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,71,144,0.4965034965034965,1,1,71,0.4965034965034965,0.005194814252018246,0.010000000000000009,0.010050335646067225,0.75,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,72,144,0.5034965034965035,1,1,70,0.48951048951048953,0.010638396429999359,0.010000000000000009,0.0,0.88,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,73,144,0.5104895104895105,1,1,69,0.4825174825174825,0.20171827221084637,-0.010204081632653073,0.1972828260877841,0.7,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,74,144,0.5174825174825175,1,1,68,0.4755244755244755,0.0,0.0,0.0,0.6699999999999999,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,75,144,0.5244755244755245,1,1,67,0.46853146853146854,0.0,0.0,0.0,0.61,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,76,144,0.5314685314685315,1,1,66,0.46153846153846156,0.0,0.0,0.0,0.49,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,77,144,0.5384615384615384,1,1,65,0.45454545454545453,0.0,0.0,0.0,0.42000000000000004,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,78,144,0.5454545454545454,1,1,64,0.44755244755244755,0.0,0.0,0.0,0.35,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,79,144,0.5524475524475524,1,1,63,0.4405594405594406,0.0,0.0,0.0,0.49,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,80,144,0.5594405594405595,1,1,62,0.43356643356643354,0.0,0.0,0.0,0.21999999999999997,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,81,144,0.5664335664335665,1,1,61,0.42657342657342656,0.0,0.0,0.0,0.53,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,82,144,0.5734265734265734,1,1,60,0.4195804195804196,0.0,0.0,0.0,0.88,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,83,144,0.5804195804195804,1,1,59,0.4125874125874126,0.0,0.0,0.0,0.5,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,84,144,0.5874125874125874,1,1,58,0.40559440559440557,0.0,0.0,0.0,0.69,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,85,144,0.5944055944055944,1,1,57,0.3986013986013986,0.0,0.0,0.0,0.55,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,86,144,0.6013986013986014,1,1,56,0.3916083916083916,0.0,0.0,0.0,0.8,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,87,144,0.6083916083916084,1,1,55,0.38461538461538464,0.0,0.0,0.0,0.32999999999999996,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,88,144,0.6153846153846154,1,1,54,0.3776223776223776,0.0,0.0,0.0,0.49,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,89,144,0.6223776223776224,1,1,53,0.3706293706293706,0.0,0.0,0.0,0.62,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,90,144,0.6293706293706294,1,1,52,0.36363636363636365,0.0,0.0,0.0,0.27,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,91,144,0.6363636363636364,1,1,51,0.35664335664335667,0.0,0.0,0.0,0.73,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,92,144,0.6433566433566433,1,1,50,0.34965034965034963,0.0,0.0,0.0,0.61,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,93,144,0.6503496503496503,1,1,49,0.34265734265734266,0.0,0.0,0.0,0.64,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,94,144,0.6573426573426573,1,1,48,0.3356643356643357,0.0,0.0,0.0,0.31000000000000005,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,95,144,0.6643356643356644,1,1,47,0.32867132867132864,0.0,0.0,0.0,0.18000000000000005,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,96,144,0.6713286713286714,1,1,46,0.32167832167832167,0.0,0.0,0.0,0.76,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,97,144,0.6783216783216783,4,6,45,0.3146853146853147,0.0,0.0,0.0,0.88,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,98,144,0.6853146853146853,1,0,0,0.0,0.0,0.0,0.0,0.98,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,99,144,0.6923076923076923,1,0,0,0.0,0.0,0.0,0.0,0.99,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,100,144,0.6993006993006993,1,0,0,0.0,0.0,0.0,0.0,0.99,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,101,144,0.7062937062937062,1,0,0,0.0,0.0,0.0,0.0,0.95,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,102,144,0.7132867132867133,1,0,0,0.0,0.0,0.0,0.0,0.91,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,103,144,0.7202797202797203,1,1,39,0.2727272727272727,0.0,0.0,0.0,0.99,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,104,144,0.7272727272727273,1,1,38,0.26573426573426573,0.0,0.0,0.0,0.85,plan_generation
deepseek-r1-distill-qwen-14b,problem_2050,105,144,0.7342657342657343,1,1,37,0.25874125874125875,0.0,0.0,0.0,0.79,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,106,144,0.7412587412587412,1,1,36,0.2517482517482518,0.0,0.0,0.010050335646067225,0.86,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,107,144,0.7482517482517482,1,1,35,0.24475524475524477,0.20872243199728982,-0.010526315789473717,0.1972828260877841,0.73,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,108,144,0.7552447552447552,1,1,34,0.23776223776223776,0.0,0.0,0.0,0.95,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,109,144,0.7622377622377622,1,1,33,0.23076923076923078,0.0,0.0,0.0,0.96,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,110,144,0.7692307692307693,1,1,32,0.22377622377622378,0.0,0.0,0.0,0.95,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,111,144,0.7762237762237763,1,1,31,0.21678321678321677,0.0,0.0,0.0,0.95,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,112,144,0.7832167832167832,1,1,30,0.2097902097902098,0.0,0.0,0.0,0.94,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,113,144,0.7902097902097902,1,1,29,0.20279720279720279,0.0,0.0,0.0,0.91,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,114,144,0.7972027972027972,0,1,29,0.20279720279720279,0.0,0.0,0.0,0.91,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,115,144,0.8041958041958042,2,1,28,0.1958041958041958,0.0,0.0,0.0,0.97,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,116,144,0.8111888111888111,1,1,27,0.1888111888111888,0.0,0.0,0.0,0.73,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,117,144,0.8181818181818182,1,1,26,0.18181818181818182,0.0,0.0,0.0,0.24,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,118,144,0.8251748251748252,1,1,25,0.17482517482517482,0.0,0.0,0.0,0.56,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,119,144,0.8321678321678322,1,1,24,0.16783216783216784,0.0,0.0,0.0,0.22999999999999998,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,120,144,0.8391608391608392,1,1,23,0.16083916083916083,0.0,0.0,0.0,0.9,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,121,144,0.8461538461538461,1,1,22,0.15384615384615385,0.0,0.0,0.0,0.44999999999999996,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,122,144,0.8531468531468531,1,1,21,0.14685314685314685,0.0,0.0,0.0,0.8,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,123,144,0.8601398601398601,1,1,20,0.13986013986013987,0.0,0.0,0.0,0.61,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,124,144,0.8671328671328671,1,1,19,0.13286713286713286,0.0,0.0,0.0,0.28,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,125,144,0.8741258741258742,1,1,18,0.1258741258741259,0.0,0.0,0.0,0.71,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,126,144,0.8811188811188811,1,1,17,0.11888111888111888,0.0,0.0,0.0,0.25,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,127,144,0.8881118881118881,1,1,16,0.11188811188811189,0.0,0.0,0.0,0.61,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,128,144,0.8951048951048951,1,1,15,0.1048951048951049,0.0,0.0,0.0,0.81,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,129,144,0.9020979020979021,1,1,14,0.0979020979020979,0.0,0.0,0.0,0.83,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,130,144,0.9090909090909091,1,1,13,0.09090909090909091,0.0,0.0,0.0,0.55,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,131,144,0.916083916083916,1,1,12,0.08391608391608392,0.0,0.0,0.0,0.74,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,132,144,0.9230769230769231,1,1,11,0.07692307692307693,0.0,0.0,0.0,0.99,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,133,144,0.9300699300699301,1,1,10,0.06993006993006994,0.0,0.0,0.0,0.77,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,134,144,0.9370629370629371,1,1,9,0.06293706293706294,0.0,0.0,0.0,0.78,result_consolidation
deepseek-r1-distill-qwen-14b,problem_2050,135,144,0.9440559440559441,1,1,8,0.055944055944055944,0.0,0.0,0.0,0.94,active_computation
deepseek-r1-distill-qwen-14b,problem_2050,136,144,0.951048951048951,1,1,7,0.04895104895104895,0.0,0.0,0.0,0.88,final_answer_emission
deepseek-r1-distill-qwen-14b,problem_2050,137,144,0.958041958041958,1,1,6,0.04195804195804196,0.0,0.0,0.0,0.53,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,138,144,0.965034965034965,1,1,5,0.03496503496503497,0.0,0.0,0.0,0.31000000000000005,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,139,144,0.972027972027972,1,1,4,0.027972027972027972,0.0,0.0,0.0,0.65,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,140,144,0.9790209790209791,1,1,3,0.02097902097902098,0.0,0.0,0.0,0.96,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2050,141,144,0.986013986013986,1,1,2,0.013986013986013986,0.0,0.0,0.0,0.44999999999999996,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2050,142,144,0.993006993006993,1,1,1,0.006993006993006993,0.0,0.0,0.0,0.47,self_checking
deepseek-r1-distill-qwen-14b,problem_2050,143,144,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,final_answer_emission
deepseek-r1-distill-qwen-14b,problem_2137,0,162,0.0,0,0,0,0.0,0.1533049829562709,0.18999999999999995,0.25288480288230053,0.55,problem_setup
deepseek-r1-distill-qwen-14b,problem_2137,1,162,0.006211180124223602,0,0,0,0.0,0.17654431476710794,-0.18333333333333335,0.6068661473811706,0.86,problem_setup
deepseek-r1-distill-qwen-14b,problem_2137,2,162,0.012422360248447204,0,0,0,0.0,0.2119162529305754,-0.19333333333333336,0.06147310427428595,0.88,problem_setup
deepseek-r1-distill-qwen-14b,problem_2137,3,162,0.018633540372670808,0,1,1,0.006211180124223602,0.0,0.0,0.2041828099965991,0.9299999999999999,problem_setup
deepseek-r1-distill-qwen-14b,problem_2137,4,162,0.024844720496894408,1,0,0,0.0,0.809440204267517,-0.10512195121951218,0.6449555964234688,0.6699999999999999,plan_generation
deepseek-r1-distill-qwen-14b,problem_2137,5,162,0.031055900621118012,0,1,2,0.012422360248447204,0.019321177649062618,0.05909090909090908,0.020480676687979135,0.5900000000000001,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,6,162,0.037267080745341616,0,1,2,0.012422360248447204,0.014956515371168173,-0.024578313253012074,0.038370168451556996,0.39,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,7,162,0.043478260869565216,2,1,1,0.006211180124223602,0.0558253542456096,0.1366666666666666,0.05134624001068054,0.78,active_computation
deepseek-r1-distill-qwen-14b,problem_2137,8,162,0.049689440993788817,1,0,0,0.0,0.04321025289417035,-0.0814285714285714,0.10523856868369232,0.89,plan_generation
deepseek-r1-distill-qwen-14b,problem_2137,9,162,0.055900621118012424,0,1,6,0.037267080745341616,0.2472517874642739,0.06887640449438204,0.23621029664865498,0.10999999999999999,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,10,162,0.062111801242236024,1,1,5,0.031055900621118012,0.02483714408014517,-0.008082191780821923,0.032958368435217364,0.18000000000000005,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,11,162,0.06832298136645963,1,1,4,0.024844720496894408,0.023298318477695774,0.04653061224489796,0.025134261306524124,0.12,active_computation
deepseek-r1-distill-qwen-14b,problem_2137,12,162,0.07453416149068323,1,1,3,0.018633540372670808,0.21676062195158452,-0.08212121212121215,0.22444202535568938,0.6799999999999999,active_computation
deepseek-r1-distill-qwen-14b,problem_2137,13,162,0.08074534161490683,0,1,3,0.018633540372670808,0.044433444533872865,0.12363636363636366,0.9216167431553139,0.77,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,14,162,0.08695652173913043,2,1,2,0.012422360248447204,0.34293903637170686,-0.10581395348837208,0.5390866453774901,0.30000000000000004,plan_generation
deepseek-r1-distill-qwen-14b,problem_2137,15,162,0.09316770186335403,1,1,1,0.006211180124223602,0.05655597779506759,0.1461538461538462,0.08557921364501199,0.6699999999999999,plan_generation
deepseek-r1-distill-qwen-14b,problem_2137,16,162,0.09937888198757763,1,0,0,0.0,0.05618246330452959,-0.04315789473684217,0.47907553154029303,0.7,active_computation
deepseek-r1-distill-qwen-14b,problem_2137,17,162,0.10559006211180125,0,1,144,0.8944099378881988,0.1495330075456421,0.19173913043478263,0.17846015923172606,0.25,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,18,162,0.11180124223602485,1,1,143,0.8881987577639752,0.09745486685918472,-0.043636363636363695,0.23069096436135034,0.14,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,19,162,0.11801242236024845,1,1,142,0.8819875776397516,0.5548620887698262,-0.008571428571428563,0.2439009324292806,0.5800000000000001,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,20,162,0.12422360248447205,1,1,141,0.8757763975155279,0.4332712766799315,-0.09931034482758616,0.5116291708574524,0.19999999999999996,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,21,162,0.13043478260869565,1,1,140,0.8695652173913043,0.03361587753460736,0.06164948453608243,0.034218555757975305,0.91,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,22,162,0.13664596273291926,1,1,139,0.8633540372670807,0.034024179433583004,-0.01707317073170722,1.0940981466006823,0.25,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2137,23,162,0.14285714285714285,1,1,138,0.8571428571428571,0.2709956052122321,0.01930232558139544,0.25379165598321346,0.21999999999999997,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2137,24,162,0.14906832298136646,1,1,137,0.8509316770186336,0.2575766369467171,0.03148936170212768,0.8530825279690767,0.18999999999999995,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2137,25,162,0.15527950310559005,1,1,136,0.84472049689441,0.8176308855580041,-0.0072727272727273196,0.40830959984939413,0.12,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2137,26,162,0.16149068322981366,1,1,135,0.8385093167701864,0.05415546446501837,0.050000000000000044,0.05415546446501837,0.21999999999999997,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2137,27,162,0.16770186335403728,1,1,134,0.8322981366459627,0.2502933290151488,-0.06955056179775276,0.6454876655895665,0.21999999999999997,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,28,162,0.17391304347826086,1,1,133,0.8260869565217391,0.05131301074463152,0.08666666666666667,0.04938242993453967,0.30000000000000004,fact_retrieval
deepseek-r1-distill-qwen-14b,problem_2137,29,162,0.18012422360248448,1,1,132,0.8198757763975155,0.045872488791074174,-0.03322580645161288,0.23261767485041115,0.18999999999999995,plan_generation
deepseek-r1-distill-qwen-14b,problem_2137,30,162,0.18633540372670807,1,1,131,0.8136645962732919,0.4932222594264624,0.02043478260869569,0.23143926882646604,0.18999999999999995,uncertainty_management
deepseek-r1-distill-qwen-14b,problem_2137,31,162,0.19254658385093168,1,1,130,0.8074534161490683,0.06485648201326474,-0.06352941176470595,0.022493095678917274,0.5800000000000001,fact_retrieval
